no,gu,X,Y
BS100492,도봉구,127.05007,37.654816
BS100493,도봉구,127.03659,37.652184
BS100494,동대문구,127.07284,37.583805
BS100495,동대문구,127.074066,37.56657
BS100496,동대문구,127.073364,37.57231
BS100497,동대문구,127.06141,37.57267
BS100498,동대문구,127.06123,37.57291
BS100499,동대문구,127.05506,37.565186
BS100500,동대문구,127.05671,37.57273
BS100501,동대문구,127.05556,37.57298
BS100502,동대문구,127.069374,37.568443
BS100503,동대문구,127.06377,37.572662
BS100504,동대문구,127.03832,37.57406
BS100505,동대문구,127.039986,37.57346
BS100506,동대문구,127.05132,37.572216
BS100507,동대문구,127.05361,37.574852
BS100508,동대문구,127.06766,37.58718
BS100509,동대문구,127.05211,37.5865
BS100510,동대문구,127.06741,37.57844
BS100511,동대문구,127.06615,37.563465
BS100512,동대문구,127.06069,37.589653
BS100513,동대문구,127.062065,37.58996
BS100514,동대문구,127.0605,37.58973
BS100515,동대문구,127.07201,37.5731
BS100516,동대문구,127.06739,37.585556
BS100517,동대문구,127.03095,37.57393
BS100518,동대문구,127.06767,37.58568
BS100519,동대문구,127.043205,37.578564
BS100520,동대문구,127.04238,37.589855
BS100521,동대문구,127.056885,37.588707
BS100522,동대문구,127.04429,37.571754
BS100523,동대문구,127.04473,37.571754
BS100524,동대문구,127.02505,37.57615
BS100525,동대문구,127.02384,37.57583
BS100526,동대문구,127.02572,37.57443
BS100527,동대문구,127.043175,37.586002
BS100528,동대문구,127.02839,37.577145
BS100529,동대문구,127.067726,37.566395
BS100530,동대문구,127.05468,37.588882
BS100531,동대문구,127.068214,37.594547
BS100532,동대문구,127.070984,37.60086
BS100533,동대문구,127.068306,37.5725
BS100534,동대문구,127.06797,37.57272
BS100535,동대문구,127.07412,37.57962
BS100536,동대문구,127.07195,37.577324
BS100537,동대문구,127.07021,37.572308
BS100538,동대문구,127.07662,37.57468
BS100539,동대문구,127.07682,37.573044
BS100540,동대문구,127.06728,37.56115
BS100541,동대문구,127.03762,37.57814
BS100542,동대문구,127.03533,37.578197
BS100543,동대문구,127.02999,37.577534
BS100544,동대문구,127.03789,37.587605
BS100545,동대문구,127.03672,37.578
BS100546,동대문구,127.0677,37.5917
BS100547,동대문구,127.066925,37.591366
BS100548,동대문구,127.04488,37.571793
BS100549,동대문구,127.06129,37.561966
BS100550,동대문구,127.04071,37.57878
BS100551,동대문구,127.04839,37.58278
BS100552,동대문구,127.047646,37.58636
BS100553,동대문구,127.06692,37.57351
BS100554,동대문구,127.065445,37.572872
BS100555,동대문구,127.06549,37.57104
BS100556,동대문구,127.05847,37.56336
BS100557,동대문구,127.06789,37.598663
BS100558,동대문구,127.03834,37.585598
BS100559,동대문구,127.069466,37.58415
BS100560,동대문구,127.06457,37.590927
BS100561,동대문구,127.06854,37.582157
BS100562,동대문구,127.06858,37.58842
BS100563,동대문구,127.069824,37.58777
BS100564,동작구,126.9219,37.503788
BS100565,동작구,126.98341,37.497456
BS100566,동작구,126.98262,37.49154
BS100567,동작구,126.94926,37.512825
BS100568,동작구,126.950966,37.512733
BS100569,동작구,126.93845,37.513424
BS100570,동작구,126.938866,37.51348
BS100571,동작구,126.94381,37.513733
BS100572,동작구,126.94471,37.513832
BS100573,동작구,126.9202,37.498142
BS100574,동작구,126.98181,37.48068
BS100575,동작구,126.91632,37.49681
BS100576,동작구,126.98195,37.483227
BS100577,동작구,126.96802,37.486427
BS100578,동작구,126.947975,37.513313
BS100579,동작구,126.95429,37.503143
BS100580,동작구,126.95433,37.512127
BS100581,동작구,126.90777,37.4903
BS100582,동작구,126.90445,37.48645
BS100583,동작구,126.91158,37.495358
BS100584,동작구,126.982735,37.494102
BS100585,동작구,126.953636,37.504807
BS100586,동작구,126.96618,37.488743
BS100587,동작구,126.98222,37.488216
BS100588,동작구,126.931435,37.513172
BS100589,동작구,126.93237,37.513237
BS100590,마포구,126.88479,37.585598
BS100591,마포구,126.950905,37.543606
BS100592,마포구,126.951355,37.544502
BS100593,마포구,126.95143,37.54348
BS100594,마포구,126.95316,37.54307
BS100595,마포구,126.91146,37.55479
BS100596,마포구,126.955215,37.5502
BS100597,마포구,126.95531,37.55077
BS100598,마포구,126.90223,37.562244
BS100599,마포구,126.94796,37.5409
BS100600,마포구,126.946785,37.540276
BS100601,마포구,126.94574,37.539707
BS100602,마포구,126.90673,37.563675
BS100603,마포구,126.93797,37.5511
BS100604,마포구,126.94395,37.550495
BS100605,마포구,126.9295,37.545685
BS100606,마포구,126.88044,37.57788
BS100607,마포구,126.88024,37.5774
BS100608,마포구,126.91321,37.56386
BS100609,마포구,126.90153,37.57126
BS100610,마포구,126.907455,37.564255
BS100611,마포구,126.935684,37.55405
BS100612,마포구,126.9529,37.546364
BS100613,마포구,126.95324,37.547077
BS100614,마포구,126.9571,37.554077
BS100615,마포구,126.95734,37.554897
BS100616,마포구,126.94118,37.54171
BS100617,마포구,126.95705,37.540993
BS100618,마포구,126.89619,37.566723
BS100619,마포구,126.89932,37.572803
BS100620,마포구,126.89808,37.573483
BS100621,마포구,126.89547,37.569237
BS100622,마포구,126.894966,37.5695
BS100623,마포구,126.892746,37.568523
BS100624,마포구,126.892746,37.568176
BS100625,마포구,126.91349,37.56663
BS100626,마포구,126.8809,37.58627
BS100627,마포구,126.88809,37.57333
BS100628,마포구,126.88813,37.572525
BS100629,마포구,126.88923,37.573822
BS100630,마포구,126.88976,37.571243
BS100631,마포구,126.89007,37.577385
BS100632,마포구,126.87842,37.58115
BS100633,마포구,126.87883,37.58533
BS100634,마포구,126.87982,37.584427
BS100635,마포구,126.87966,37.585323
BS100636,마포구,126.92773,37.545547
BS100637,서대문구,126.90961,37.57168
BS100638,서대문구,126.91032,37.571575
BS100639,서대문구,126.90706,37.575047
BS100640,서대문구,126.96922,37.562477
BS100641,서대문구,126.95932,37.571854
BS100642,서대문구,126.95758,37.574688
BS100643,서대문구,126.95642,37.575706
BS100644,서대문구,126.91506,37.569077
BS100645,서대문구,126.91379,37.569862
BS100646,서대문구,126.94981,37.583153
BS100647,서대문구,126.95065,37.581863
BS100648,서대문구,126.904526,37.575447
BS100649,서대문구,126.90514,37.57514
BS100650,서대문구,126.91033,37.578365
BS100651,서대문구,126.90833,37.576286
BS100652,서대문구,126.918144,37.567516
BS100653,서대문구,126.939995,37.595303
BS100654,서대문구,126.94067,37.594692
BS100655,서대문구,126.96583,37.566475
BS100656,서대문구,126.96657,37.56558
BS100657,서대문구,126.932045,37.56177
BS100658,서대문구,126.931465,37.562534
BS100659,서대문구,126.92002,37.57126
BS100660,서대문구,126.92014,37.570965
BS100661,서대문구,126.93845,37.559967
BS100662,서대문구,126.93893,37.56013
BS100663,서대문구,126.93898,37.55579
BS100664,서대문구,126.94015,37.556065
BS100665,서대문구,126.95157,37.580685
BS100666,서대문구,126.92218,37.572563
BS100667,서대문구,126.92179,37.57252
BS100668,서대문구,126.9173,37.57912
BS100669,서대문구,126.9357,37.559937
BS100670,서대문구,126.9355,37.560158
BS100671,서대문구,126.92507,37.566242
BS100672,서대문구,126.92579,37.566357
BS100673,서대문구,126.96253,37.56994
BS100674,서대문구,126.963005,37.56961
BS100675,서대문구,126.95213,37.59576
BS100676,서대문구,126.946,37.564827
BS100677,서대문구,126.94299,37.562218
BS100678,서대문구,126.944595,37.556614
BS100679,서대문구,126.9433,37.5626
BS100680,서대문구,126.94365,37.563065
BS100681,서대문구,126.94886,37.584396
BS100682,서대문구,126.93499,37.58625
BS100683,서대문구,126.96349,37.561058
BS100684,서대문구,126.9627,37.560024
BS100685,서대문구,126.9275,37.57664
BS100686,서대문구,126.925186,37.575287
BS100687,서대문구,126.947845,37.58521
BS100688,서대문구,126.94437,37.58849
BS100689,서대문구,126.94532,37.587845
BS100690,서대문구,126.95626,37.59691
BS100691,서대문구,126.95659,37.596573
BS100692,서초구,127.02536,37.46001
BS100693,서초구,126.98274,37.490437
BS100694,서초구,127.00529,37.506294
BS100695,서초구,127.00379,37.505737
BS100696,서초구,127.03848,37.47859
BS100697,서초구,127.03876,37.477818
BS100698,서초구,127.048134,37.474022
BS100699,서초구,127.04885,37.47021
BS100700,서초구,127.050125,37.47209
BS100701,서초구,126.99003,37.501945
BS100702,서초구,126.9889,37.50164
BS100703,서초구,126.98711,37.475643
BS100704,서초구,126.98676,37.475388
BS100705,서초구,127.045395,37.476646
BS100706,서초구,127.02619,37.4926
BS100707,서초구,127.026146,37.493217
BS100708,서초구,127.02522,37.49508
BS100709,서초구,127.01158,37.5017
BS100710,서초구,127.01213,37.508343
BS100711,서초구,127.01104,37.507904
BS100712,서초구,127.00166,37.474773
BS100713,서초구,126.994316,37.480183
BS100714,서초구,127.006645,37.47716
BS100715,서초구,126.990654,37.47429
BS100716,서초구,126.99824,37.481346
BS100717,서초구,126.99749,37.48194
BS100718,서초구,126.99161,37.49062
BS100719,서초구,126.995,37.48579
BS100720,서초구,127.03243,37.487667
BS100721,서초구,127.0331,37.486652
BS100722,서초구,126.981804,37.474926
BS100723,서초구,126.98202,37.47508
BS100724,서초구,127.01536,37.50394
BS100725,서초구,126.98715,37.49024
BS100726,서초구,126.98617,37.47671
BS100727,서초구,127.02239,37.483055
BS100728,서초구,127.07061,37.456684
BS100729,서초구,127.07182,37.45759
BS100730,서초구,127.02277,37.49658
BS100731,서초구,127.01465,37.457565
BS100732,서초구,127.055824,37.44732
BS100733,서초구,127.02217,37.501476
BS100734,서초구,127.01791,37.45903
BS100735,서초구,127.01683,37.457787
BS100736,서초구,126.99692,37.473324
BS100737,서초구,127.01272,37.45744
BS100738,서초구,127.0143,37.457237
BS100739,서초구,127.012825,37.51559
BS100740,서초구,127.01381,37.519566
BS100741,서초구,127.01431,37.52014
BS100742,서초구,126.99583,37.503414
BS100743,서초구,126.99445,37.50294
BS100744,서초구,127.028404,37.49604
BS100745,서초구,127.02911,37.49499
BS100746,서초구,127.02061,37.512974
BS100747,서초구,127.019936,37.51449
BS100748,서초구,127.019,37.51698
BS100749,서초구,127.03535,37.459972
BS100750,서초구,127.035904,37.48261
BS100751,서초구,127.03683,37.481926
BS100752,서초구,127.07072,37.43071
BS100753,서초구,127.02569,37.47071
BS100754,서초구,127.02819,37.472355
BS100755,서초구,127.02809,37.47204
BS100756,서초구,127.0304,37.491894
BS100757,서초구,127.03099,37.49109
BS100758,서초구,127.03195,37.47454
BS100759,서초구,126.98207,37.48233
BS100760,서초구,126.98479,37.48579
BS100761,서초구,127.03869,37.479496
BS100762,서초구,127.006966,37.51347
BS100763,서초구,127.00681,37.513752
BS100764,서초구,127.010086,37.516502
BS100765,서초구,126.98809,37.465694
BS100766,서초구,126.98281,37.49325
BS100767,서초구,127.02637,37.500786
BS100768,서초구,127.01382,37.491825
BS100769,서초구,127.023705,37.497723
BS100770,서초구,127.05414,37.448574
BS100771,서초구,127.0536,37.449448
BS100772,서초구,126.98233,37.487534
BS100773,서초구,127.05641,37.458347
BS100774,서초구,127.05473,37.45953
BS100775,서초구,127.08268,37.461117
BS100776,서초구,127.09145,37.463642
BS100777,서초구,127.03564,37.47614
BS100778,성동구,127.048225,37.541073
BS100779,성동구,127.02411,37.557964
BS100780,성동구,127.02598,37.549465
BS100781,성동구,127.01621,37.54787
BS100782,성동구,127.0544,37.56545
BS100783,성동구,127.03624,37.54556
BS100784,성동구,127.02542,37.551456
BS100785,성동구,127.05069,37.55123
BS100786,성동구,127.04158,37.562157
BS100787,성동구,127.04457,37.56732
BS100788,성동구,127.04372,37.566772
BS100789,성동구,127.045975,37.55136
BS100790,성동구,127.04683,37.55171
BS100791,성동구,127.04461,37.546387
BS100792,성동구,127.04159,37.564938
BS100793,성동구,127.06241,37.54792
BS100794,성동구,127.060135,37.537342
BS100795,성동구,127.05552,37.549507
BS100796,성동구,127.04759,37.570137
BS100797,성동구,127.0661,37.561146
BS100798,성동구,127.056946,37.54927
BS100799,성동구,127.060486,37.561993
BS100800,성동구,127.02377,37.55894
BS100801,성동구,127.040726,37.558704
BS100802,성동구,127.03795,37.558723
BS100803,성동구,127.02876,37.55708
BS100804,성동구,127.023605,37.570053
BS100805,성북구,127.033875,37.60248
BS100806,성북구,127.05292,37.62056
BS100807,성북구,127.00636,37.596573
BS100808,성북구,126.99431,37.61093
BS100809,성북구,127.02417,37.603626
BS100810,성북구,127.02369,37.603184
BS100811,성북구,127.018135,37.593742
BS100812,성북구,127.01784,37.593307
BS100813,성북구,127.057556,37.610203
BS100814,성북구,127.021706,37.598812
BS100815,성북구,127.02182,37.59792
BS100816,성북구,127.00762,37.605854
BS100817,성북구,127.00291,37.607388
BS100818,성북구,127.00923,37.58985
BS100819,성북구,127.00838,37.589314
BS100820,성북구,127.04645,37.605488
BS100821,성북구,127.013054,37.612965
BS100822,성북구,126.99135,37.5946
BS100823,성북구,127.066124,37.606586
BS100824,성북구,127.03224,37.609936
BS100825,성북구,127.05013,37.623825
BS100826,성북구,127.028206,37.606907
BS100827,성북구,127.027405,37.60598
BS100828,성북구,127.04979,37.606895
BS100829,성북구,127.05974,37.61397
BS100830,성북구,127.04871,37.623466
BS100831,성북구,127.05896,37.61204
BS100832,성북구,127.00625,37.61352
BS100833,성북구,127.00006,37.60863
BS100834,성북구,127.00153,37.593273
BS100835,송파구,127.1289,37.497314
BS100836,송파구,127.12119,37.478214
BS100837,송파구,127.11936,37.47915
BS100838,송파구,127.11904,37.478943
BS100839,송파구,127.12685,37.498863
BS100840,송파구,127.12671,37.498768
BS100841,송파구,127.13183,37.496258
BS100842,송파구,127.13043,37.494385
BS100843,송파구,127.12986,37.493946
BS100844,송파구,127.132416,37.499256
BS100845,송파구,127.13192,37.499527
BS100846,송파구,127.092926,37.51132
BS100847,송파구,127.125015,37.492714
BS100848,송파구,127.12239,37.4958
BS100849,송파구,127.12237,37.496235
BS100850,송파구,127.13202,37.494938
BS100851,송파구,127.1395,37.51854
BS100852,송파구,127.11304,37.518394
BS100853,송파구,127.11453,37.51719
BS100854,송파구,127.11254,37.49048
BS100855,송파구,127.13358,37.486675
BS100856,송파구,127.12834,37.486465
BS100857,송파구,127.12841,37.48661
BS100858,송파구,127.12435,37.48603
BS100859,송파구,127.127174,37.487156
BS100860,송파구,127.128975,37.491673
BS100861,송파구,127.12077,37.48901
BS100862,송파구,127.119606,37.49088
BS100863,송파구,127.12047,37.49046
BS100864,송파구,127.12762,37.49066
BS100865,송파구,127.1291,37.492786
BS100866,송파구,127.12913,37.48055
BS100867,송파구,127.12948,37.480633
BS100868,송파구,127.10265,37.507656
BS100869,송파구,127.10311,37.508198
BS100870,송파구,127.11422,37.513866
BS100871,송파구,127.126884,37.4694
BS100872,송파구,127.12714,37.472324
BS100873,송파구,127.13179,37.489082
BS100874,송파구,127.10986,37.524815
BS100875,송파구,127.13138,37.5222
BS100876,송파구,127.10069,37.49902
BS100877,송파구,127.09823,37.50628
BS100878,송파구,127.099236,37.506588
BS100879,송파구,127.11743,37.499783
BS100880,송파구,127.11572,37.505997
BS100881,송파구,127.12719,37.478146
BS100882,송파구,127.13155,37.481606
BS100883,송파구,127.13585,37.499977
BS100884,송파구,127.13806,37.494205
BS100885,송파구,127.10974,37.50667
BS100886,송파구,127.11291,37.499294
BS100887,송파구,127.11138,37.508736
BS100888,송파구,127.132645,37.485134
BS100889,송파구,127.13291,37.484924
BS100890,송파구,127.12747,37.47809
BS100891,송파구,127.1198,37.48091
BS100892,송파구,127.12047,37.480602
